interview__key,r_members__id,live_here,absence_res,absence_res_oth,ha03,ha_rel,age,marital,ha07,ha07_other,religio,religio_1,educ1,educ2,school_attnd,school_attnd_oth,educ3,ex_student,year_graduate,study_program,emp_member,Ibr3,lbr13
"06-40-81-20",2,12,,"","Male","Wife/Husband",28,"Married monogamously","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 8","No","Poor academic progress","",,"","","","No",,
"06-40-81-20",3,12,,"","Male","Child/Adopted Child",8,,,"",,"","Primary 2","Yes",,"",,"","","",,,
"06-40-81-20",4,12,,"","Female","Child/Adopted Child",5,,,"",,"","Nursey/ Kindergarten/ECD","Yes",,"",500,"","","",,,
"06-40-81-20",5,12,,"","Female","Child/Adopted Child",2,,,"",,"",,"No","Other","still young",,"","","",,,
"63-00-59-35",1,12,,"","Female","Wife/Husband",25,"Married monogamously","Other, Specify","yeyi","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Poor academic progress","",,"","","","No",,
"63-00-59-35",2,12,,"","Male","Child/Adopted Child",2,,,"",,"",,"No","Other","still young",,"","","",,,
"63-00-59-35",3,12,,"","Male","Self/Head",35,"Married monogamously","Other, Specify","yeyi","Non-religious","","Post secondary tertiary college","No","Completed desired schooling","",,"","","","No",,
"20-12-20-33",1,12,,"","Male","Self/Head",67,"Married monogamously","Subia","","Catholic","","Primary 7","No","Too expensive","",,"","","","No",,
"20-12-20-33",2,12,,"","Female","Wife/Husband",52,"Married monogamously","Subia","","Catholic","","Secondary school Year 2","No","Pregnancy","",,"","","","No",,
"13-16-46-47",1,12,,"","Male","Self/Head",64,"Widow/ Widower","Subia","","Other➡️ Please specify","seventh day Adventist church","Secondary school Year 2","No","Too expensive","",,"","","","No",,
"13-16-46-47",2,12,,"","Male","Child/Adopted Child",32,"Never Married","Subia","","Other➡️ Please specify","seventh day Adventist church","Secondary school Year 4","No","Poor academic progress","",,"","","","No",,
"13-16-46-47",3,12,,"","Male","Son/Daughter-In-Law",4,,,"",,"",,"No","Other","still young",,"","","",,,
"12-47-95-08",1,12,,"","Male","Self/Head",58,"Married monogamously","Other, Specify","Yeyi","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Too expensive","",,"","","","Yes","Yes","No"
"12-47-95-08",2,12,,"","Female","Child/Adopted Child",56,"Married monogamously","Other, Specify","Yeyi","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Too expensive","",,"","","","No",,
"12-47-95-08",3,12,,"","Male","Child/Adopted Child",32,"Never Married","Other, Specify","Yeyi","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 4","No","Too expensive","",,"","","","No",,
"12-47-95-08",4,12,,"","Female","Child/Adopted Child",24,"Married monogamously","Other, Specify","Yeyi","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 4","No","Too expensive","",,"","","","No",,
"12-47-95-08",5,12,,"","Female","Grandchild",7,,,"",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","",,,
"49-36-47-00",1,12,,"","Female","Self/Head",38,"Married monogamously","Other, Specify","Yeyi","Other➡️ Please specify","seventh day Adventist","Secondary school Year 1","No","Too expensive","",,"","","","No",,
"49-36-47-00",2,12,,"","Male","Wife/Husband",45,"Married monogamously","Other, Specify","Yeyi","Other➡️ Please specify","seventh day Adventist","Secondary school Year 4","No","Too expensive","",,"","","","Yes","Yes","No"
"69-98-34-60",1,12,,"","Female","Self/Head",76,"Widow/ Widower","Other, Specify","yeyi","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Too far away","",,"","","","Yes","No","Yes"
"11-55-67-72",1,12,,"","Male","Self/Head",41,"Married monogamously","Mafwe","","Catholic","","Secondary school Year 4","No","Too expensive","",,"","","","Yes","Yes","Yes"
"11-55-67-72",2,12,,"","Female","Wife/Husband",39,"Married monogamously","Mafwe","","Other➡️ Please specify","seventh day Adventist church","Secondary school Year 2","No","Too expensive","",,"","","","No",,
"11-55-67-72",3,12,,"","Male","Child/Adopted Child",4,,,"",,"",,"Yes",,"",600,"","","",,,
"86-18-52-98",1,12,,"","Male","Grandchild",34,"Married monogamously","Subia","","Other➡️ Please specify","Apostolic faith church","Secondary school Year 4","No","Poor academic progress","",,"","","","No",,
"86-18-52-98",2,12,,"","Female","Son/Daughter-In-Law",27,"Married monogamously","Subia","","Other➡️ Please specify","seventh day Adventist","Secondary school Year 2","No","Poor academic progress","",,"","","","No",,
"86-18-52-98",3,11,"Members that left - Illness","","Female","Self/Head",99,"Widow/ Widower","Subia","","Other➡️ Please specify","New Apostolic church","No formal education","No","Too expensive","",,"","","","No",,
"86-18-52-98",4,12,,"","Female","Grandchild",1,,,"",,"",,"No","Other","Too young",,"","","",,,
"86-18-52-98",5,12,,"","Female","Grandchild",11,"Never Married","Subia","","Other➡️ Please specify","Apostolic faith church","Primary 7","Yes",,"",,"","","","No",,
"59-98-46-38",1,12,,"","Female","Self/Head",38,"Married monogamously","Other, Specify","yeyi","Other➡️ Please specify","seventh day Adventist","Secondary school Year 2","No","Poor academic progress","",,"","","","No",,
"59-98-46-38",2,12,,"","Male","Wife/Husband",42,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","No","Too expensive","",,"","","","Yes","No","Yes"
"59-98-46-38",3,12,,"","Male","Child/Adopted Child",8,,,"",,"","Primary 2","Yes",,"",,"","","",,,
"87-83-58-77",1,12,,"","Female","Self/Head",43,"Married monogamously","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 1","No","Too expensive","",,"","","","No",,
"87-83-58-77",2,12,,"","Male","Wife/Husband",45,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","No","Too expensive","",,"","","","Yes","Yes","No"
"87-83-58-77",3,12,,"","Male","Child/Adopted Child",19,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","No","Too expensive","",,"","","","No",,
"87-83-58-77",4,12,,"","Female","Child/Adopted Child",12,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 6","Yes",,"",,"","","","No",,
"87-83-58-77",5,12,,"","Male","Child/Adopted Child",5,,,"",,"","No formal education","No","Other","still young",,"","","",,,
"87-83-58-77",6,12,,"","Male","Child/Adopted Child",1,,,"",,"",,"No","Other","still young",,"","","",,,
"15-59-01-11",1,12,,"","Female","Wife/Husband",55,"Married monogamously","Subia","","Other➡️ Please specify","Apostolic faith church","Secondary school Year 2","No","Too expensive","",,"","","","No",,
"15-59-01-11",2,12,,"","Male","Self/Head",51,"Married monogamously","Other, Specify","Kabango","Catholic","","Secondary school Year 4","No","Too expensive","",,"","","","Yes","Yes","No"
"15-59-01-11",3,12,,"","Female","Grandchild",15,"Never Married","Subia","","Other➡️ Please specify","Apostolic faith church","Secondary school Year 1","Yes",,"",,"","","","No",,
"15-59-01-11",4,12,,"","Male","Niece/Nephew",10,,,"",,"","Primary 4","Yes",,"",,"","","",,,
"74-82-76-84",1,12,,"","Female","Wife/Husband",40,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","University level",,,"",,"university of Namibia","2022","education","Yes","Yes","Yes"
"74-82-76-84",2,12,,"","Male","Child/Adopted Child",12,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 5","Yes",,"",,"","","","No",,
"74-82-76-84",3,12,,"","Female","Child/Adopted Child",8,,,"",,"","Primary 2","Yes",,"",,"","","",,,
"08-93-57-76",1,12,,"","Female","Self/Head",74,"Widow/ Widower","Subia","","Catholic","","No formal education","No","Had to help at home","",,"","","","No",,
"08-93-57-76",2,12,,"","Male","Child/Adopted Child",30,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 4","No","Too expensive","",,"","","","No",,
"08-93-57-76",3,12,,"","Male","Grandchild",13,"Never Married","Subia","","Catholic","","Primary 3","Yes",,"",,"","","","No",,
"08-93-57-76",4,12,,"","Male","Grandchild",20,"Never Married","Subia","","Catholic","","Secondary school Year 2","Yes",,"",,"","","","No",,
"70-90-57-92",1,12,,"","Female","Self/Head",46,"Married monogamously","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 4","No","Too expensive","",,"","","","Yes","Yes","No"
"70-90-57-92",2,12,,"","Male","Wife/Husband",47,"Married monogamously","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 6","No","Too expensive","",,"","","","No",,
"70-90-57-92",3,12,,"","Male","Niece/Nephew",23,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 5","No","Poor academic progress","",,"","","","No",,
"70-90-57-92",4,12,,"","Male","Child/Adopted Child",5,,,"",,"","Nursey/ Kindergarten/ECD","Yes",,"",600,"","","",,,
"70-90-57-92",5,12,,"","Male","Child/Adopted Child",3,,,"",,"",,"No","Other","still young",,"","","",,,
"70-90-57-92",6,12,,"","Male","Child/Adopted Child",14,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","Yes",,"",,"","","","No",,
"50-31-04-37",1,12,,"","Female","Self/Head",32,"Never Married","Lozi","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Too expensive","",,"","","","Yes","No","Yes"
"50-31-04-37",2,12,,"","Male","Child/Adopted Child",2,,,"",,"",,"No","Too far away","",,"","","",,,
"67-02-08-74",1,12,,"","Male","Self/Head",51,"Married monogamously","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","No","Too expensive","",,"","","","No",,
"67-02-08-74",2,12,,"","Female","Wife/Husband",50,"Married monogamously","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 2","No","Too expensive","",,"","","","No",,
"67-02-08-74",3,12,,"","Female","Child/Adopted Child",30,"Divorced /Separated","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Too expensive","",,"","","","No",,
"67-02-08-74",4,12,,"","Female","Grandchild",14,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 8","Yes",,"",,"","","","No",,
"67-02-08-74",5,12,,"","Male","Grandchild",10,,,"",,"","No formal education","No","Other","still young",,"","","",,,
"53-15-78-38",1,12,,"","Male","Self/Head",50,"Married monogamously","Other, Specify","yeyi","Other➡️ Please specify","seventh day Adventist church","Secondary school Year 2","No","Too expensive","",,"","","","Yes","No","Yes"
"53-15-78-38",2,12,,"","Female","Wife/Husband",34,"Married monogamously","Other, Specify","yeyi","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Too expensive","",,"","","","Yes","No","Yes"
"53-15-78-38",3,12,,"","Female","Child/Adopted Child",15,"Never Married","Other, Specify","yeyi","Protestant demoninantions (incl all non-catholic denominations)","","Primary 7","Yes",,"",,"","","","No",,
"53-15-78-38",4,12,,"","Male","Grandchild",10,,,"",,"","Primary 3","Yes",,"",,"","","",,,
"53-15-78-38",5,12,,"","Male","Child/Adopted Child",2,,,"",,"",,"No","Other","young",,"","","",,,
"32-33-43-26",1,12,,"","Male","Self/Head",52,"Married monogamously","Lozi","","Other➡️ Please specify","New Apostolic church","No formal education","No","Too expensive","",,"","","","Yes","No","Yes"
"32-33-43-26",2,12,,"","Female","Wife/Husband",33,"Married monogamously","Lozi","","Other➡️ Please specify","New Apostolic church","Secondary school Year 2","No","Too expensive","",,"","","","No",,
"46-04-74-49",1,12,,"","Female","Self/Head",64,"Widow/ Widower","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 6","No","Had to help with farm work","",,"","","","No",,
"46-04-74-49",2,12,,"","Female","Child/Adopted Child",36,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Pregnancy","",,"","","","No",,
"46-04-74-49",3,12,,"","Male","Grandchild",14,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 8","Yes",,"",,"","","","No",,
"46-04-74-49",6,12,,"","Male","Grandchild",18,"Never Married","Subia","","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 3","Yes",,"",,"","","","No",,
"35-13-76-39",1,12,,"","Male","Self/Head",32,"Never Married","Other, Specify","yeyi","Protestant demoninantions (incl all non-catholic denominations)","","Primary 7","No","Had to help with family","",,"","","","No",,
"35-13-76-39",2,12,,"","Male","Sister/Brother",31,"Never Married","Other, Specify","yeyi","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 2","No","Not willing to attend further","",,"","","","No",,
"35-13-76-39",3,12,,"","Female","Sister/Brother",32,"Never Married","Other, Specify","yeyi","Protestant demoninantions (incl all non-catholic denominations)","","Secondary school Year 1","No","Poor academic progress","",,"","","","No",,
"35-13-76-39",4,12,,"","Male","Niece/Nephew",13,"Never Married","Other, Specify","yeyi","Protestant demoninantions (incl all non-catholic denominations)","","Primary 4","Yes",,"",,"","","","No",,
"35-13-76-39",5,12,,"","Male","Sister/Brother",13,"Never Married","Other, Specify","yeyi","Protestant demoninantions (incl all non-catholic denominations)","","Primary 5","Yes",,"",,"","","","No",,
"16-06-75-38",1,12,,"","Female","Self/Head",79,"Widow/ Widower","Other, Specify","mayeyi","Protestant demoninantions (incl all non-catholic denominations)","","Primary 2","No","Other","no support",,"","","","No",,
"16-06-75-38",2,12,,"","Female","Mother/Father",94,"Widow/ Widower","Other, Specify","mayeyi","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Had to help with farm work","",,"","","","No",,
"16-06-75-38",3,12,,"","Male","Grandchild",18,"Never Married","Other, Specify","mayeyi","Non-religious","","Primary 8","No","Other","was in prison",,"","","","No",,
"16-06-75-38",4,12,,"","Female","Grandchild",14,"Never Married","Other, Specify","mayeyi","Protestant demoninantions (incl all non-catholic denominations)","","Primary 8","Yes",,"",,"","","","No",,
"16-06-75-38",5,12,,"","Female","Grandchild",11,"Never Married","Other, Specify","mayeyi","Protestant demoninantions (incl all non-catholic denominations)","","Primary 4","Yes",,"",,"","","","No",,
"16-06-75-38",6,12,,"","Female","Grandchild",6,,,"",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","",,,
"27-27-07-57",1,12,,"","Female","Self/Head",48,"Divorced /Separated","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 7","No","Too expensive","",,"","","","No",,
"27-27-07-57",2,12,,"","Male","Child/Adopted Child",24,"Never Married","Mafwe","","Protestant demoninantions (incl all non-catholic denominations)","","Primary 6","No","Too expensive","",,"","","","Yes","Yes","No"
